source,host_response_time,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_365,number_of_reviews,review_scores_rating,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes
city scrape,N/A,57%,f,1,t,Private room in townhouse,Private room,2,,1,"$1,461.00",2,7,2,2,7,7,2,7,,t,255,159,4.97,f,1,0
city scrape,within an hour,100%,f,4,t,Entire serviced apartment,Entire home/apt,5,3,5,$737.00,3,1125,3,3,1125,1125,3,1125,,t,174,63,4.79,f,4,4
city scrape,within a few hours,93%,f,2,t,Entire rental unit,Entire home/apt,6,3,4,"$1,055.00",10,120,10,10,1125,1125,10,1125,,t,173,72,4.65,t,2,2
city scrape,within an hour,100%,t,5,t,Entire rental unit,Entire home/apt,4,2,2,"$1,050.00",6,720,6,6,720,720,6,720,,t,98,39,4.79,f,4,2
city scrape,N/A,N/A,f,4,t,Entire loft,Entire home/apt,5,1,3,"$1,633.00",2,1125,2,2,1125,1125,2,1125,,t,349,385,4.63,f,1,1
city scrape,within an hour,100%,t,4,t,Entire loft,Entire home/apt,2,1,1,"$1,375.00",3,180,3,3,180,180,3,180,,t,154,127,4.98,t,4,4
city scrape,within a day,25%,f,1,t,Entire rental unit,Entire home/apt,4,2,2,"$1,200.00",4,1125,4,4,1125,1125,4,1125,,t,359,40,4.9,f,1,1
city scrape,within an hour,92%,t,1,t,Entire rental unit,Entire home/apt,2,1,1,$791.00,3,360,3,3,360,360,3,360,,t,177,94,4.87,f,1,1
city scrape,within an hour,99%,t,8,t,Entire home,Entire home/apt,6,3,3,"$5,000.00",3,120,3,3,1125,1125,3,1125,,t,357,4,4.75,f,7,1
city scrape,within an hour,94%,t,2,t,Entire condo,Entire home/apt,2,1,1,$773.00,28,1125,6,28,1125,1125,27.7,1125,,t,158,40,4.7,f,2,2
city scrape,within an hour,97%,t,2,t,Entire loft,Entire home/apt,2,1,2,"$1,480.00",7,1125,7,7,1125,1125,7,1125,,t,310,257,4.88,f,2,2
city scrape,within an hour,100%,t,1,t,Entire loft,Entire home/apt,4,2,2,"$1,499.00",2,1125,2,2,1125,1125,2,1125,,t,221,45,4.87,f,1,1
city scrape,within a few hours,92%,t,4,t,Private room in rental unit,Private room,2,,1,$689.00,15,1125,15,15,1125,1125,15,1125,,t,76,22,4.95,f,1,0
city scrape,N/A,90%,t,1,t,Entire condo,Entire home/apt,4,2,3,$807.00,2,365,2,2,1125,1125,2,1125,,t,234,51,4.82,f,1,1
city scrape,within an hour,71%,f,1,t,Entire rental unit,Entire home/apt,4,2,2,$950.00,30,1125,5,30,1125,1125,29.7,1125,,t,322,297,4.55,f,1,1
city scrape,N/A,N/A,f,2,t,Entire condo,Entire home/apt,4,2,2,"$1,190.00",2,90,2,2,1125,1125,2,1125,,t,365,8,4.86,f,2,1
city scrape,within an hour,96%,f,4,t,Private room in rental unit,Private room,2,,1,$699.00,5,1125,5,5,1125,1125,5,1125,,t,247,224,4.75,f,4,1
city scrape,within an hour,98%,t,8,t,Entire home,Entire home/apt,2,1,2,$806.00,7,1125,7,7,1125,1125,7,1125,,t,362,1,4,f,8,8
city scrape,within a few hours,56%,f,2,t,Entire rental unit,Entire home/apt,2,1,1,"$2,148.00",1,1125,1,1,1125,1125,1,1125,,t,174,1,5,f,1,1
city scrape,within an hour,100%,t,1,t,Entire loft,Entire home/apt,5,2,4,"$1,273.00",2,1125,2,2,1125,1125,2,1125,,t,290,283,4.81,f,1,1
city scrape,within an hour,82%,t,2,t,Private room in rental unit,Private room,1,,1,$430.00,1,60,1,1,1125,1125,1,1125,,t,141,16,4.75,f,2,0
city scrape,N/A,100%,f,1,t,Private room in rental unit,Private room,2,1,1,$500.00,3,28,3,3,28,28,3,28,,t,350,2,5,f,1,0
city scrape,within an hour,82%,t,2,t,Private room in rental unit,Private room,1,,1,$430.00,1,90,1,1,1125,1125,1,1125,,t,354,20,4.8,f,2,0
city scrape,within an hour,99%,t,26,t,Entire rental unit,Entire home/apt,4,2,2,"$1,257.00",1,1125,1,1,1125,1125,1,1125,,t,142,226,4.88,f,4,4
city scrape,within a day,67%,f,1,t,Private room in rental unit,Private room,2,,1,$450.00,2,1125,2,2,1125,1125,2,1125,,t,327,46,4.76,f,1,0
city scrape,N/A,0%,f,1,t,Private room in rental unit,Private room,1,,1,$481.00,1,1125,1,1,1125,1125,1,1125,,t,364,3,4.5,f,1,0
city scrape,within an hour,92%,f,4,t,Entire guesthouse,Entire home/apt,1,1,1,$670.00,4,1125,4,4,1125,1125,4,1125,,t,269,14,4.93,f,4,3
previous scrape,N/A,N/A,f,1,t,Private room in rental unit,Private room,2,,1,"$3,437.00",1,1125,1,1,1125,1125,1,1125,,f,0,0,,f,1,0
city scrape,within a day,50%,f,4,t,Private room in home,Private room,1,,1,"$11,807.00",1,1125,1,1,1125,1125,1,1125,,t,365,1,5,f,3,0
city scrape,within a few hours,57%,f,1,t,Entire rental unit,Entire home/apt,2,2,1,"$1,050.00",4,1125,4,4,1125,1125,4,1125,,t,72,3,5,f,1,1
city scrape,within an hour,100%,t,14,t,Entire rental unit,Entire home/apt,3,1,1,$888.00,2,60,2,2,1125,1125,2,1125,,t,113,18,4.44,f,14,13
city scrape,within a few hours,90%,t,3,t,Private room in home,Private room,2,,1,$516.00,1,1125,2,2,1125,1125,2,1125,,t,365,13,4.85,f,3,0
city scrape,within an hour,92%,f,14,t,Entire condo,Entire home/apt,2,1,1,$663.00,4,120,4,4,120,120,4,120,,t,50,183,4.84,f,14,14
city scrape,within an hour,100%,f,1,t,Entire guest suite,Entire home/apt,2,1,1,$334.00,1,1125,1,1,1125,1125,1,1125,,t,347,273,4.75,f,1,1
city scrape,within an hour,100%,f,1,t,Entire rental unit,Entire home/apt,2,1,1,$750.00,7,1125,7,7,1125,1125,7,1125,,t,286,35,4.91,f,1,1
city scrape,within an hour,100%,f,7,t,Entire rental unit,Entire home/apt,4,1,2,"$1,701.00",3,90,3,3,90,90,3,90,,t,360,24,4.75,t,7,7
city scrape,a few days or more,10%,f,2,t,Entire serviced apartment,Entire home/apt,4,2,2,"$1,705.00",2,365,2,2,365,365,2,365,,t,83,1,1,f,2,1
city scrape,within a day,55%,f,4,t,Private room in rental unit,Private room,3,,1,$700.00,1,1125,1,1,1125,1125,1,1125,,t,365,27,4.73,f,4,0
city scrape,within an hour,100%,t,4,t,Entire loft,Entire home/apt,4,1,2,"$1,711.00",1,1125,1,1,1125,1125,1,1125,,t,85,600,4.92,t,4,4
city scrape,within a few hours,92%,f,1,t,Entire condo,Entire home/apt,2,1,1,$859.00,7,35,7,7,1125,1125,7,1125,,t,230,20,5,f,1,1
city scrape,N/A,N/A,f,2,t,Private room in rental unit,Private room,2,,1,$880.00,3,30,3,3,30,30,3,30,,t,357,1,5,f,2,1
city scrape,N/A,0%,f,1,t,Private room in home,Private room,2,,1,"$2,745.00",2,8,2,2,8,8,2,8,,t,173,0,,f,1,0
city scrape,within a few hours,61%,f,2,t,Entire loft,Entire home/apt,1,1,1,$847.00,2,1125,2,2,1125,1125,2,1125,,t,336,43,4.73,f,2,2
city scrape,within an hour,100%,t,1,t,Entire rental unit,Entire home/apt,5,2,2,"$1,953.00",4,90,3,4,3,1125,4,1117.3,,t,1,359,4.93,f,1,1
city scrape,a few days or more,0%,f,3,t,Entire rental unit,Entire home/apt,4,2,2,$800.00,1,1125,1,1,1125,1125,1,1125,,t,361,29,4.45,f,2,2
city scrape,N/A,N/A,f,1,t,Private room in home,Private room,1,,1,$287.00,30,365,30,30,365,365,30,365,,t,365,0,,f,1,0
city scrape,within an hour,75%,,6,t,Entire condo,Entire home/apt,1,1,1,"$1,199.00",3,1125,3,3,1125,1125,3,1125,,t,69,75,4.89,f,5,5
city scrape,within an hour,98%,f,3,t,Entire loft,Entire home/apt,2,1,2,"$1,100.00",2,60,2,2,1125,1125,2,1125,,t,349,148,4.64,f,2,2
city scrape,N/A,N/A,t,1,t,Private room in home,Private room,1,,2,$220.00,5,1125,5,5,1125,1125,5,1125,,t,296,49,4.8,f,1,0
city scrape,within a few hours,100%,t,2,t,Entire condo,Entire home/apt,8,4,6,"$27,005.00",90,90,90,90,1125,1125,90,1125,,t,80,164,4.93,t,2,1
city scrape,within a few hours,50%,f,1,t,Private room in rental unit,Private room,1,,1,$516.00,3,1125,3,3,1125,1125,3,1125,,t,146,26,4.88,f,1,0
city scrape,within an hour,85%,t,4,t,Entire rental unit,Entire home/apt,5,2,3,"$2,755.00",1,90,1,1,90,90,1,90,,t,361,116,4.8,t,4,4
previous scrape,N/A,N/A,f,1,t,Private room in rental unit,Private room,1,,1,$350.00,30,150,30,30,150,150,30,150,,f,0,0,,f,1,0
city scrape,within a day,14%,f,1,t,Private room in rental unit,Private room,2,,1,$360.00,1,1125,1,1,1125,1125,1,1125,,t,230,17,4.88,f,1,0
city scrape,N/A,93%,f,5,t,Private room in guest suite,Private room,2,,1,"$1,200.00",2,365,2,2,365,365,2,365,,t,334,66,4.75,f,5,0
city scrape,within an hour,100%,t,3,t,Private room in home,Private room,2,,1,"$1,203.00",2,30,2,2,1125,1125,2,1125,,t,237,123,4.98,t,3,0
city scrape,within an hour,99%,t,3,t,Entire rental unit,Entire home/apt,2,1,1,"$1,701.00",2,1125,2,2,1125,1125,2,1125,,t,340,329,4.92,t,3,3
city scrape,within a few hours,93%,t,3,t,Entire rental unit,Entire home/apt,4,2,2,"$2,362.00",2,28,2,2,1125,1125,2,1125,,t,322,178,4.96,t,3,2
city scrape,within a few hours,50%,f,1,t,Entire loft,Entire home/apt,3,2,2,"$1,203.00",3,1125,3,3,1125,1125,3,1125,,t,364,31,4.61,f,1,1
city scrape,within an hour,100%,f,2,t,Entire condo,Entire home/apt,3,1,1,"$1,330.00",2,1125,2,2,1125,1125,2,1125,,t,292,417,4.72,f,2,2
city scrape,a few days or more,N/A,f,1,t,Private room in rental unit,Private room,1,,1,$250.00,28,1125,28,28,1125,1125,28,1125,,t,363,3,4.67,f,1,0
city scrape,N/A,100%,f,5,t,Entire serviced apartment,Entire home/apt,3,1,1,"$2,874.00",1,365,2,2,6,6,2,6,,t,359,0,,t,5,1
city scrape,N/A,N/A,f,2,t,Entire guesthouse,Entire home/apt,2,1,1,$900.00,3,1125,3,3,1125,1125,3,1125,,t,361,66,4.77,f,1,1
city scrape,within an hour,100%,t,2,t,Private room in guesthouse,Private room,2,1,1,$601.00,2,1125,2,2,1125,1125,2,1125,,t,358,42,4.9,f,2,1
city scrape,within an hour,100%,f,4,t,Entire condo,Entire home/apt,2,1,1,$590.00,5,180,5,5,180,180,5,180,,t,364,86,4.65,f,4,4
city scrape,within an hour,99%,f,4,t,Entire condo,Entire home/apt,2,1,1,$890.00,4,1125,4,4,1125,1125,4,1125,,t,62,113,4.79,f,4,4
previous scrape,N/A,100%,f,1,t,Entire rental unit,Entire home/apt,4,2,3,"$2,904.00",500,1000,500,500,1125,1125,500,1125,,t,179,95,4.74,f,1,1
city scrape,within an hour,100%,f,7,t,Entire rental unit,Entire home/apt,4,1,2,$859.00,3,1125,3,3,1125,1125,3,1125,,t,350,34,4.85,f,7,7
city scrape,within an hour,N/A,f,1,t,Private room in rental unit,Private room,1,,2,$580.00,5,1125,5,5,1125,1125,5,1125,,t,219,10,5,f,1,0
city scrape,within an hour,92%,f,2,t,Entire rental unit,Entire home/apt,6,2,3,$636.00,3,1125,3,3,1125,1125,3,1125,,t,330,96,4.56,f,1,1
city scrape,within an hour,100%,f,4,t,Entire rental unit,Entire home/apt,6,2,2,$941.00,3,1125,3,3,1125,1125,3,1125,,t,342,34,4.7,f,4,4
city scrape,within a few hours,100%,f,1,t,Entire rental unit,Entire home/apt,2,1,1,$850.00,3,30,3,3,1125,1125,3,1125,,t,158,66,4.77,t,1,1
city scrape,within an hour,100%,t,5,t,Entire condo,Entire home/apt,4,1,2,"$2,143.00",1,1125,1,2,1125,1125,1.3,1125,,t,254,432,4.86,f,5,5
city scrape,within an hour,99%,t,3,t,Entire rental unit,Entire home/apt,3,2,2,$880.00,3,1125,3,3,1125,1125,3,1125,,t,327,99,4.9,t,3,3
city scrape,within a day,100%,t,1,t,Private room in guest suite,Private room,1,1,1,$349.00,5,1125,5,5,1125,1125,5,1125,,t,141,54,4.91,f,1,0
city scrape,within a few hours,88%,f,1,t,Entire rental unit,Entire home/apt,2,1,1,"$1,306.00",3,1125,3,3,1125,1125,3,1125,,t,168,58,4.84,f,1,1
city scrape,within a few hours,100%,t,2,t,Private room in condo,Private room,2,,1,$775.00,5,30,5,5,1125,1125,5,1125,,t,170,9,5,f,2,1
city scrape,within an hour,92%,t,27,t,Entire rental unit,Entire home/apt,2,1,1,$886.00,3,1000,3,3,1125,1125,3,1125,,t,71,121,4.75,t,26,26
city scrape,within a few hours,53%,f,5,t,Private room in tiny home,Private room,1,,1,$300.00,1,1125,1,1,1125,1125,1,1125,,t,363,33,4.63,f,4,0
previous scrape,N/A,0%,f,1,t,Private room in rental unit,Private room,1,,,$650.00,3,7,3,3,7,7,3,7,,f,0,0,,f,1,0
city scrape,N/A,67%,f,1,t,Entire guest suite,Entire home/apt,1,1,1,$859.00,1,1125,1,1,1125,1125,1,1125,,t,364,67,4.91,f,1,1
previous scrape,within an hour,100%,f,4,t,Private room in home,Private room,2,,1,"$1,250.00",5,15,5,5,1125,1125,5,1125,,t,0,0,,f,2,0
city scrape,within an hour,100%,t,1,t,Entire condo,Entire home/apt,2,1,1,$677.00,3,1125,3,3,1125,1125,3,1125,,t,300,40,4.95,f,1,1
previous scrape,within an hour,67%,f,3,t,Entire rental unit,Entire home/apt,2,1,1,"$8,592.00",600,1125,600,600,1125,1125,600,1125,,t,364,8,5,f,3,3
city scrape,within an hour,96%,t,10,t,Entire rental unit,Entire home/apt,6,3,3,"$3,000.00",3,1125,3,3,1125,1125,3,1125,,t,136,106,4.86,t,8,8
city scrape,within an hour,92%,t,27,t,Entire loft,Entire home/apt,4,1,2,"$1,980.00",2,1124,2,2,1124,1124,2,1124,,t,87,180,4.73,f,26,26
city scrape,within an hour,100%,t,14,t,Entire condo,Entire home/apt,6,3,4,"$1,325.00",1,30,2,3,1125,1125,2.3,1125,,t,158,37,4.78,f,14,13
city scrape,within a day,25%,f,5,t,Entire condo,Entire home/apt,1,1,1,"$1,205.00",3,1125,3,3,1125,1125,3,1125,,t,364,19,4.68,f,1,1
city scrape,N/A,100%,f,1,t,Entire rental unit,Entire home/apt,2,1,2,$950.00,3,1125,3,3,1125,1125,3,1125,,t,301,147,4.82,f,1,1
city scrape,N/A,93%,f,5,t,Private room in guest suite,Private room,2,,1,"$1,300.00",2,365,2,2,365,365,2,365,,t,340,24,5,f,5,0
city scrape,within a few hours,90%,t,3,t,Private room in home,Private room,1,,1,$380.00,1,1125,1,1,1125,1125,1,1125,,t,365,46,5,f,3,0
city scrape,within an hour,99%,t,2,t,Entire serviced apartment,Entire home/apt,8,4,4,"$1,463.00",1,365,1,4,365,365,2.2,365,,t,344,143,4.78,t,2,2
city scrape,N/A,93%,f,5,t,Private room in guest suite,Private room,2,1,1,"$1,400.00",2,365,2,2,365,365,2,365,,t,330,56,4.89,f,5,0
city scrape,N/A,100%,,2,t,Private room in rental unit,Private room,2,,1,$600.00,7,1125,7,7,1125,1125,7,1125,,t,365,216,4.92,f,1,0
city scrape,within an hour,100%,f,1,t,Entire rental unit,Entire home/apt,4,2,2,"$1,097.00",3,1125,3,3,1125,1125,3,1125,,t,331,146,4.83,t,1,1
previous scrape,N/A,100%,f,1,t,Private room in home,Private room,2,,1,"$1,289.00",2,30,2,2,1125,1125,2,1125,,f,0,6,4.8,f,1,0
city scrape,within an hour,98%,t,4,t,Entire condo,Entire home/apt,5,2,2,"$2,057.00",1,1125,1,1,1125,1125,1,1125,,t,331,24,4.96,t,2,2
city scrape,within an hour,100%,t,1,t,Private room in bed and breakfast,Private room,2,,1,$620.00,2,1125,2,2,1125,1125,2,1125,,t,318,207,4.93,f,1,0
city scrape,within an hour,100%,t,3,t,Entire rental unit,Entire home/apt,6,2,5,"$1,738.00",3,1125,3,3,1125,1125,3,1125,,t,80,104,4.84,t,3,3
previous scrape,within an hour,92%,f,14,t,Entire condo,Entire home/apt,2,1,1,$670.00,4,95,4,4,95,95,4,95,,t,0,133,4.73,f,14,14
city scrape,N/A,N/A,f,1,t,Entire rental unit,Entire home/apt,4,2,3,$360.00,180,1125,180,180,1125,1125,180,1125,,t,358,1,5,f,1,1
previous scrape,within an hour,95%,f,26,t,Entire rental unit,Entire home/apt,5,3,3,"$1,836.00",2,1125,1,1,99,99,1,99,,t,0,55,4.74,t,25,24
city scrape,within a day,23%,f,1,t,Private room in rental unit,Private room,2,,1,$430.00,4,10,4,4,10,10,4,10,,t,72,29,4.93,f,1,0
city scrape,N/A,N/A,f,1,t,Entire rental unit,Entire home/apt,2,1,1,$899.00,10,1125,10,10,1125,1125,10,1125,,t,195,49,4.8,f,1,1
city scrape,within an hour,99%,f,41,t,Room in serviced apartment,Hotel room,4,1,3,$859.00,2,1125,2,2,1125,1125,2,1125,,t,0,4,4.5,f,40,37
city scrape,within an hour,99%,f,41,t,Entire serviced apartment,Entire home/apt,2,1,1,"$1,068.00",1,1125,1,1,1125,1125,1,1125,,t,360,37,4.46,f,40,37
city scrape,within an hour,86%,t,1,t,Private room in rental unit,Private room,2,,2,$995.00,10,1125,10,10,1125,1125,10,1125,,t,365,15,4.8,f,1,0
city scrape,within a few hours,96%,t,1,t,Entire rental unit,Entire home/apt,4,2,2,$980.00,3,25,1,3,25,25,3,25,,t,352,89,4.84,f,1,1
previous scrape,N/A,N/A,f,1,t,Private room in loft,Private room,1,1,1,$859.00,1,10,1,1,10,10,1,10,,f,0,0,,f,1,0
previous scrape,N/A,100%,f,2,t,Entire rental unit,Entire home/apt,3,2,2,"$1,200.00",30,1125,30,30,1125,1125,30,1125,,t,0,0,,f,2,2
previous scrape,N/A,100%,f,1,t,Entire serviced apartment,Entire home/apt,4,2,2,$884.00,3,1125,3,3,1125,1125,3,1125,,t,0,9,4.44,f,1,1
city scrape,within an hour,100%,f,1,t,Entire bungalow,Entire home/apt,2,1,2,$750.00,3,1125,3,3,1125,1125,3,1125,,t,340,100,4.73,f,1,1
city scrape,N/A,0%,f,1,t,Private room in condo,Private room,1,,2,$707.00,7,1125,7,7,1125,1125,7,1125,,t,365,0,,f,1,0
city scrape,within a few hours,100%,f,2,t,Entire rental unit,Entire home/apt,4,2,2,$859.00,3,90,3,3,90,90,3,90,,t,24,54,4.85,f,2,2
city scrape,within an hour,95%,f,26,t,Entire rental unit,Entire home/apt,2,1,1,"$1,078.00",2,1125,1,2,99,99,1.5,99,,t,181,98,4.57,t,25,24
city scrape,within an hour,95%,f,26,t,Entire rental unit,Entire home/apt,2,1,1,$968.00,2,1125,1,2,99,99,1.4,99,,t,150,47,4.67,t,25,24
city scrape,within a day,74%,f,13,t,Entire rental unit,Entire home/apt,2,1,1,"$2,406.00",2,1125,2,2,1125,1125,2,1125,,t,364,11,4.82,f,10,8
city scrape,within an hour,95%,f,26,t,Entire rental unit,Entire home/apt,2,1,1,$909.00,2,1125,1,2,99,99,1.6,99,,t,361,44,4.59,t,25,24
city scrape,within an hour,100%,t,3,t,Entire rental unit,Entire home/apt,3,1,1,$916.00,3,365,3,3,1125,1125,3,1125,,t,213,446,4.9,f,3,3
city scrape,within an hour,95%,f,26,t,Entire rental unit,Entire home/apt,4,2,2,"$1,185.00",2,1125,1,2,99,99,1.5,99,,t,183,32,4.44,t,25,24
city scrape,within an hour,90%,t,1,t,Private room in rental unit,Private room,2,,1,$396.00,1,5,1,1,5,5,1,5,,t,345,429,4.69,f,1,0
city scrape,within an hour,95%,f,26,t,Entire rental unit,Entire home/apt,2,1,1,$818.00,2,1125,1,2,99,99,1.5,99,,t,155,33,4.79,t,25,24
city scrape,within a day,50%,f,2,t,Private room in rental unit,Private room,2,,1,$800.00,4,1125,4,4,1125,1125,4,1125,,t,365,2,5,f,2,1
city scrape,within an hour,95%,f,26,t,Entire rental unit,Entire home/apt,7,3,4,"$1,486.00",2,1125,1,2,99,99,1.5,99,,t,113,55,4.53,t,25,24
city scrape,within a day,74%,f,13,t,Private room in rental unit,Private room,2,,1,"$2,750.00",1,1125,1,1,1125,1125,1,1125,,t,353,2,5,f,10,8
city scrape,within an hour,0%,f,1,t,Casa particular,Entire home/apt,2,2,3,$687.00,28,1125,28,28,1125,1125,28,1125,,t,205,4,5,f,1,1
city scrape,within a day,83%,f,1,t,Private room in home,Private room,2,,2,$550.00,1,1125,1,1,1125,1125,1,1125,,t,365,16,4.94,t,1,0
city scrape,within an hour,92%,t,27,t,Entire rental unit,Entire home/apt,4,2,2,"$1,894.00",4,1000,4,4,1125,1125,4,1125,,t,85,101,4.84,t,26,26
city scrape,within an hour,100%,t,4,t,Entire rental unit,Entire home/apt,3,1,2,"$1,223.00",2,1125,2,2,1125,1125,2,1125,,t,146,162,4.94,t,4,4
city scrape,within an hour,98%,t,7,t,Private room in home,Private room,5,,3,$947.00,2,1125,2,2,1125,1125,2,1125,,t,223,34,4.76,f,7,5
city scrape,N/A,0%,f,1,t,Entire rental unit,Entire home/apt,6,2,3,"$1,289.00",2,90,2,2,90,90,2,90,,t,265,106,4.59,f,1,1
city scrape,within an hour,75%,,6,t,Entire condo,Entire home/apt,1,1,2,$799.00,5,1125,5,5,1125,1125,5,1125,,t,70,46,4.91,f,5,5
city scrape,within an hour,95%,f,26,t,Entire rental unit,Entire home/apt,2,1,1,$885.00,2,1125,1,2,99,99,1.4,99,,t,156,47,4.55,t,25,24
city scrape,N/A,0%,f,2,t,Private room in home,Private room,1,,1,$500.00,1,15,1,1,15,15,1,15,,t,205,67,4.97,f,2,0
city scrape,within a few hours,98%,t,21,t,Entire rental unit,Entire home/apt,4,2,2,$999.00,2,1125,2,2,1125,1125,2,1125,,t,240,276,4.82,f,7,7
previous scrape,N/A,0%,f,3,t,Private room in loft,Private room,2,1,1,$650.00,1,1125,1,1,1125,1125,1,1125,,f,0,11,4.82,f,2,0
city scrape,within an hour,92%,t,3,t,Entire rental unit,Entire home/apt,4,2,3,"$1,600.00",4,1125,4,5,1125,1125,4.1,1125,,t,337,14,4.86,t,2,2
city scrape,N/A,100%,f,1,t,Private room in rental unit,Private room,1,,1,$344.00,3,1125,3,3,1125,1125,3,1125,,t,363,3,4,f,1,0
city scrape,within a few hours,100%,f,2,t,Private room in rental unit,Private room,1,,1,$687.00,1,730,1,1,1125,1125,1,1125,,t,89,0,,t,2,0
city scrape,within an hour,100%,t,2,t,Entire condo,Entire home/apt,4,2,3,"$1,650.00",3,1125,1,3,1125,1125,3,1125,,t,55,180,4.93,f,2,2
city scrape,within an hour,100%,t,8,t,Entire home,Entire home/apt,2,1,1,$800.00,1,1125,1,1,1125,1125,1,1125,,t,345,302,4.91,t,8,8
city scrape,within an hour,92%,f,4,t,Private room in guest suite,Private room,2,,1,$550.00,5,1125,5,5,1125,1125,5,1125,,t,225,24,4.91,f,4,3
city scrape,within an hour,100%,t,14,t,Entire condo,Entire home/apt,5,2,3,"$1,284.00",2,30,1,2,1125,1125,2,1125,,t,143,49,4.63,f,14,13
previous scrape,N/A,N/A,f,1,t,Entire rental unit,Entire home/apt,4,2,2,"$1,500.00",10,1125,10,10,1125,1125,10,1125,,t,0,12,5,f,1,1
previous scrape,N/A,N/A,f,1,t,Entire rental unit,Entire home/apt,6,3,3,"$2,013.00",7,1125,7,7,1125,1125,7,1125,,t,0,0,,f,1,1
city scrape,within an hour,98%,t,8,t,Entire home,Entire home/apt,16,5,6,"$2,523.00",2,365,2,2,365,365,2,365,,t,362,19,4.42,f,8,8
previous scrape,N/A,0%,f,1,t,Private room in rental unit,Private room,2,,1,"$1,375.00",1,1125,1,1,1125,1125,1,1125,,f,0,0,,f,1,0
city scrape,N/A,N/A,f,2,t,Entire condo,Entire home/apt,4,2,2,"$1,910.00",5,1125,5,5,1125,1125,5,1125,,t,169,18,5,f,2,2
city scrape,within an hour,100%,t,8,t,Entire home,Entire home/apt,2,1,1,"$1,043.00",1,1125,1,1,1125,1125,1,1125,,t,276,329,4.88,t,8,8
city scrape,N/A,N/A,f,1,t,Entire rental unit,Entire home/apt,4,2,2,"$1,500.00",89,180,89,89,180,180,89,180,,t,267,15,4.75,f,1,1
city scrape,within an hour,100%,f,1,t,Entire rental unit,Entire home/apt,6,2,2,"$2,371.00",1,1120,1,1,1125,1125,1,1125,,t,364,12,4.58,t,1,1
city scrape,within a day,63%,f,2,t,Private room in home,Private room,1,,1,$428.00,6,1125,6,6,1125,1125,6,1125,,t,230,6,4.33,f,2,1
city scrape,within a few hours,100%,f,2,t,Entire home,Entire home/apt,5,2,2,"$1,203.00",3,15,2,3,15,15,2.7,15,,t,87,16,4.94,f,1,1
city scrape,a few days or more,0%,f,1,t,Entire rental unit,Entire home/apt,3,2,2,"$1,722.00",3,30,3,3,30,30,3,30,,t,358,21,4.95,f,1,1
city scrape,within a day,40%,f,4,t,Private room in guesthouse,Private room,1,1,1,$600.00,2,1125,2,2,1125,1125,2,1125,,t,89,1,5,f,3,0
city scrape,a few days or more,50%,f,1,t,Private room in home,Private room,1,,1,"$1,500.00",1,1125,1,1,1125,1125,1,1125,,t,89,78,4.96,f,1,0
city scrape,within an hour,98%,t,6,t,Entire rental unit,Entire home/apt,4,2,3,"$5,000.00",4,180,4,4,1125,1125,4,1125,,t,78,143,4.83,f,6,6
city scrape,within an hour,95%,f,26,t,Entire rental unit,Entire home/apt,2,1,1,$889.00,2,1125,2,2,1125,1125,2,1125,,t,365,115,4.75,f,25,24
previous scrape,N/A,N/A,f,1,t,Private room in rental unit,Private room,2,,1,$447.00,2,1125,2,2,1125,1125,2,1125,,f,0,3,5,f,1,0
city scrape,within an hour,100%,t,1,t,Entire loft,Entire home/apt,4,1,1,"$1,297.00",1,1125,1,1,1125,1125,1,1125,,t,290,276,4.92,t,1,1
city scrape,N/A,N/A,f,1,t,Private room in rental unit,Private room,1,,1,"$4,542.00",1,3,1,1,3,3,1,3,,t,87,105,4.9,f,1,0
city scrape,within a few hours,N/A,f,6,t,Entire serviced apartment,Entire home/apt,3,1,1,$800.00,179,360,179,179,360,360,179,360,,t,233,20,4.67,f,6,6
